Word,Frequency
הַשֻּׁלְחָ֔ן,2
עַ֛ל,7
צֶ֥לַע,2
תֵּימָ֑נָה,2
וְהַ֨שֻּׁלְחָ֔ן,1
תִּתֵּ֖ן,2
צָפֽוֹן,2
מָסָךְ֙,2
לְפֶ֣תַח,3
מַעֲשֵׂ֖ה,7
רֹקֵֽם,3
לַמָּסָ֗ךְ,1
חֲמִשָּׁה֙,15
וְיָצַקְתָּ֣,1
חֲמִשָּׁ֖ה,2
אַדְנֵ֥י,1
נְחֹֽשֶׁת,13
הַמִּזְבֵּ֖חַ,24
חָמֵשׁ֩,2
אַמּ֨וֹת,2
אֹ֜רֶךְ,3
וְחָמֵ֧שׁ,1
אַמּ֣וֹת,2
רֹ֗חַב,1
רָב֤וּעַ,1
וְשָׁלֹ֥שׁ,2
קַרְנֹתָ֗יו,2
פִּנֹּתָ֔יו,2
תִּהְיֶ֣יןָ,1
קַרְנֹתָ֑יו,4
סִּֽירֹתָיו֙,1
לְדַשְּׁנ֔וֹ,1
וְיָעָיו֙,1
וּמִזְרְקֹתָ֔יו,1
וּמִזְלְגֹתָ֖יו,1
וּמַחְתֹּתָ֑יו,1
כֵּלָ֖יו,3
מִכְבָּ֔ר,2
רֶ֣שֶׁת,2
נְחֹ֑שֶׁת,8
הָרֶ֗שֶׁת,1
נְחֹ֔שֶׁת,4
כַּרְכֹּ֥ב,1
מִלְּמָ֑טָּה,1
וְהָיְתָ֣ה,3
הָרֶ֔שֶׁת,1
חֲצִ֥י,3
בַדִּים֙,1
לַמִּזְבֵּ֔חַ,2
בַּדֵּ֖י,2
וְהוּבָ֥א,1
בַּדָּ֖יו,5
בַּטַּבָּעֹ֑ת,1
הַבַּדִּ֗ים,1
שְׁתֵּ֛י,1
צַלְעֹ֥ת,1
בִּשְׂאֵ֥ת,1
נְב֥וּב,2
לֻחֹ֖ת,2
אֹתְךָ֛,1
יַעֲשֽׂוּ,2
חֲצַ֣ר,1
נֶֽגֶב,1
תֵּ֠ימָנָה,1
קְלָעִ֨ים,1
לֶחָצֵ֜ר,1
מֵאָ֤ה,1
בָֽאַמָּה֙,1
אֹ֔רֶךְ,2
לַפֵּאָ֖ה,1
הָאֶחָֽת,3
וְעַמֻּדָ֣יו,2
וְאַדְנֵיהֶ֥ם,5
וָוֵ֧י,5
הָעַמֻּדִ֛ים,3
וַחֲשֻׁקֵיהֶ֖ם,6
וְכֵ֨ן,1
לִפְאַ֤ת,1
צָפוֹן֙,2
בָּאֹ֔רֶךְ,1
קְלָעִ֖ים,3
מֵ֣אָה,2
אֹ֑רֶךְ,1
וְעַמּוּדָ֣יו,1
עֶשְׂרִ֗ים,1
וְאַדְנֵיהֶ֤ם,1
עֶשְׂרִים֙,1
הָֽעַמֻּדִ֛ים,1
וְרֹ֤חַב,1
הֶֽחָצֵר֙,3
לִפְאַת,1
יָ֔ם,2
אַמָּ֑ה,2
עַמֻּדֵיהֶ֣ם,4
וְאַדְנֵיהֶ֖ם,9
וְרֹ֣חַב,2
הֶֽחָצֵ֗ר,2
לִפְאַ֛ת,1
קֵ֥דְמָה,3
מִזְרָ֖חָה,2
אַמָּֽה,2
וַחֲמֵ֨שׁ,1
אַמָּ֛ה,1
לַכָּתֵ֑ף,1
שְׁלֹשָׁ֔ה,4
שְׁלֹשָֽׁה,5
וְלַכָּתֵף֙,1
הַשֵּׁנִ֔ית,1
קְלָעִ֑ים,1
וּלְשַׁ֨עַר,1
הֶֽחָצֵ֜ר,2
מָסָ֣ךְ,1
תְּכֵ֨לֶת,3
וְאַרְגָּמָ֜ן,3
וְתוֹלַ֧עַת,2
שָׁנִ֛י,3
מׇשְׁזָ֖ר,3
רֹקֵ֑ם,2
עַמֻּֽדֵיהֶם֙,1
אַרְבָּעָ֔ה,2
אַרְבָּעָֽה,1
עַמּוּדֵ֨י,1
הֶֽחָצֵ֤ר,1
סָבִיב֙,4
מְחֻשָּׁקִ֣ים,2
הֶֽחָצֵר֩,1
מֵאָ֨ה,1
בָֽאַמָּ֜ה,1
בַּחֲמִשִּׁ֗ים,1
וְקֹמָ֛ה,1
כְּלֵ֣י,6
עֲבֹדָת֑וֹ,1
יְתֵדֹתָ֛יו,1
יִתְדֹ֥ת,3
הֶחָצֵ֖ר,4
תְּצַוֶּ֣ה,1
וְיִקְח֨וּ,2
אֵלֶ֜יךָ,2
שֶׁ֣מֶן,9
זַ֥יִת,2
זָ֛ךְ,2
כָּתִ֖ית,3
לַמָּא֑וֹר,3
לְהַעֲלֹ֥ת,2
נֵ֖ר,2
בְּאֹ֣הֶל,21
מוֹעֵד֩,1
מִח֨וּץ,2
לַפָּרֹ֜כֶת,1
הָעֵדֻ֗ת,1
יַעֲרֹךְ֩,2
אֹת֨וֹ,2
אַהֲרֹ֧ן,12
מֵעֶ֥רֶב,1
חֻקַּ֤ת,7
עוֹלָם֙,8
לְדֹ֣רֹתָ֔ם,1
וְאַתָּ֡ה,2
הַקְרֵ֣ב,2
אֵלֶיךָ֩,2
מִתּ֛וֹךְ,1
לְכַהֲנוֹ,3
אַהֲרֹ֕ן,1
נָדָ֧ב,1
וַאֲבִיה֛וּא,1
אֶלְעָזָ֥ר,2
וְאִיתָמָ֖ר,1
אַהֲרֹֽן,5
בִגְדֵי,3
לְאַהֲרֹ֣ן,6
לְכָב֖וֹד,2
וּלְתִפְאָֽרֶת,2
וְאַתָּ֗ה,3
תְּדַבֵּר֙,1
חַכְמֵי,1
לֵ֔ב,2
מִלֵּאתִ֖יו,1
חׇכְמָ֑ה,2
וְעָשׂ֞וּ,1
בִּגְדֵ֧י,1
לְקַדְּשׁ֖וֹ,1
הַבְּגָדִ֜ים,1
יַעֲשׂ֗וּ,1
חֹ֤שֶׁן,2
וְאֵפוֹד֙,1
וּמְעִ֔יל,1
וּכְתֹ֥נֶת,1
תַּשְׁבֵּ֖ץ,1
מִצְנֶ֣פֶת,2
וְאַבְנֵ֑ט,1
וְעָשׂ֨וּ,3
קֹ֜דֶשׁ,2
לְאַהֲרֹ֥ן,2
אָחִ֛יךָ,4
וּלְבָנָ֖יו,2
יִקְח֣וּ,1
הַזָּהָ֔ב,6
הַתְּכֵ֖לֶת,1
הָֽאַרְגָּמָ֑ן,1
תּוֹלַ֥עַת,3
הַשָּׁנִ֖י,4
הַשֵּֽׁשׁ,2
וְעָשׂ֖וּ,1
הָאֵפֹ֑ד,4
זָ֠הָב,2
תּוֹלַ֧עַת,1
חֹשֵֽׁב,2
שְׁתֵּ֧י,1
כְתֵפֹ֣ת,1
חֹֽבְרֹ֗ת,1
קְצוֹתָ֖יו,2
וְחֻבָּֽר,1
וְחֵ֤שֶׁב,1
אֲפֻדָּתוֹ֙,1
כְּמַעֲשֵׂ֖הוּ,1
מׇשְׁזָֽר,6
וְלָ֣קַחְתָּ֔,2
שְׁתֵּ֖י,4
שֹׁ֑הַם,1
וּפִתַּחְתָּ֣,1
שְׁמ֖וֹת,2
שִׁשָּׁה֙,1
מִשְּׁמֹתָ֔ם,1
הָאֶ֣בֶן,1
הַשִּׁשָּׁ֧ה,1
הַנּוֹתָרִ֛ים,1
הָאֶ֥בֶן,1
כְּתוֹלְדֹתָֽם,1
חָרַשׁ֮,1
אֶבֶן֒,1
פִּתּוּחֵ֣י,4
חֹתָ֗ם,1
תְּפַתַּח֙,1
הָאֲבָנִ֔ים,1
שְׁמֹ֖ת,1
מֻסַבֹּ֛ת,1
מִשְׁבְּצ֥וֹת,2
וְשַׂמְתָּ֞,1
הָאֲבָנִ֗ים,2
כִּתְפֹ֣ת,2
הָֽאֵפֹ֔ד,2
אַבְנֵ֥י,2
זִכָּרֹ֖ן,1
וְנָשָׂא֩,1
שְׁמוֹתָ֜ם,1
לִפְנֵ֧י,3
כְתֵפָ֖יו,1
לְזִכָּרֹֽן,1
מִשְׁבְּצֹ֖ת,1
שַׁרְשְׁרֹת֙,1
מִגְבָּלֹ֛ת,1
עֲבֹ֑ת,3
וְנָתַתָּ֛ה,4
שַׁרְשְׁרֹ֥ת,2
הָעֲבֹתֹ֖ת,1
הַֽמִּשְׁבְּצֹֽת,1
מִשְׁפָּט֙,1
חֹשֵׁ֔ב,1
כְּמַעֲשֵׂ֥ה,1
אֵפֹ֖ד,1
תַּעֲשֶׂ֑נּוּ,1
רָב֥וּעַ,1
כָּפ֑וּל,1
זֶ֥רֶת,1
אׇרְכּ֖וֹ,1
וְזֶ֥רֶת,2
רׇחְבּֽוֹ,1
וּמִלֵּאתָ֥,2
בוֹ֙,3
מִלֻּ֣אַת,1
אֶ֔בֶן,2
טוּרִ֣ים,1
ט֗וּר,2
אֹ֤דֶם,2
פִּטְדָה֙,2
וּבָרֶ֔קֶת,2
הַטּ֖וּר,2
וְהַטּ֖וּר,4
הַשֵּׁנִ֑י,3
נֹ֥פֶךְ,2
סַפִּ֖יר,2
וְיָהֲלֹֽם,2
לֶ֥שֶׁם,2
שְׁב֖וֹ,2
וְאַחְלָֽמָה,2
וְהַטּוּר֙,2
הָרְבִיעִ֔י,2
תַּרְשִׁ֥ישׁ,2
וְשֹׁ֖הַם,1
וְיָשְׁפֵ֑ה,2
מְשֻׁבָּצִ֥ים,1
בְּמִלּוּאֹתָֽם,1
וְ֠הָאֲבָנִים,2
תִּֽהְיֶ֜יןָ,1
שְׁמֹ֧ת,1
שְׁמֹתָ֑ם,2
פִּתּוּחֵ֤י,2
חוֹתָם֙,1
שְׁמ֔וֹ,6
תִּֽהְיֶ֕יןָ,1
שָֽׁבֶט,2
הַחֹ֛שֶׁן,3
שַֽׁרְשֹׁ֥ת,1
גַּבְלֻ֖ת,2
הַחֹ֔שֶׁן,4
טַבְּע֣וֹת,3
וְנָתַתָּ֗,1
שְׁתֵּי֙,8
הַטַּבָּע֔וֹת,1
הַחֹֽשֶׁן,4
וְנָתַתָּ֗ה,1
עֲבֹתֹ֣ת,1
קְצ֖וֹת,2
קְצוֹת֙,2
הָעֲבֹתֹ֔ת,1
הַֽמִּשְׁבְּצ֑וֹת,1
כִּתְפ֥וֹת,1
הָאֵפֹ֖ד,6
מ֥וּל,3
וְעָשִׂ֗יתָ,2
קְצ֣וֹת,2
הַחֹ֑שֶׁן,5
שְׂפָת֕וֹ,2
בָּֽיְתָה,2
וְעָשִׂיתָ֮,1
זָהָב֒,2
אֹתָ֡ם,2
שְׁתֵּי֩,2
כִתְפ֨וֹת,1
הָאֵפ֤וֹד,1
מִלְּמַ֨טָּה֙,2
מִמּ֣וּל,2
לְעֻמַּ֖ת,3
מַחְבַּרְתּ֑וֹ,2
מִמַּ֕עַל,2
לְחֵ֖שֶׁב,2
הָאֵפֽוֹד,2
וְיִרְכְּס֣וּ,1
הַ֠חֹשֶׁן,1
מִֽטַּבְּעֹתָ֞יו,1
טַבְּעֹ֤ת,1
הָאֵפֹד֙,1
בִּפְתִ֣יל,2
תְּכֵ֔לֶת,5
לִֽהְי֖וֹת,1
חֵ֣שֶׁב,2
הָאֵפ֑וֹד,1
יִזַּ֣ח,2
וְנָשָׂ֣א,2
אַ֠הֲרֹן,3
שְׁמ֨וֹת,1
בְּחֹ֧שֶׁן,1
הַמִּשְׁפָּ֛ט,2
בְּבֹא֣וֹ,2
הַקֹּ֑דֶשׁ,27
לְזִכָּרֹ֥ן,1
וְנָתַתָּ֞,1
חֹ֣שֶׁן,1
הַמִּשְׁפָּ֗ט,1
הָאוּרִים֙,1
הַתֻּמִּ֔ים,1
מִשְׁפַּ֨ט,2
לִבּ֛וֹ,1
מְעִ֥יל,2
הָאֵפ֖וֹד,1
כְּלִ֥יל,1
תְּכֵֽלֶת,3
פִֽי,3
רֹאשׁ֖וֹ,4
בְּתוֹכ֑וֹ,1
שָׂפָ֡ה,1
יִֽהְיֶה֩,1
לְפִ֨יו,1
סָבִ֜יב,2
אֹרֵ֗ג,1
כְּפִ֥י,2
תַחְרָ֛א,1
יִקָּרֵֽעַ,2
שׁוּלָ֗יו,1
רִמֹּנֵי֙,1
תְּכֵ֤לֶת,1
וְתוֹלַ֣עַת,4
שׁוּלָ֖יו,1
וּפַעֲמֹנֵ֥י,1
בְּתוֹכָ֖ם,2
פַּעֲמֹ֤ן,2
וְרִמּ֔וֹן,2
פַּֽעֲמֹ֥ן,1
וְרִמּ֑וֹן,2
שׁוּלֵ֥י,2
הַמְּעִ֖יל,2
לְשָׁרֵ֑ת,1
וְנִשְׁמַ֣ע,1
ק֠וֹלוֹ,1
בְּבֹא֨וֹ,1
הַקֹּ֜דֶשׁ,3
וּבְצֵאת֖וֹ,1
יָמֽוּת,2
צִּ֖יץ,1
וּפִתַּחְתָּ֤,1
חֹתָ֔ם,1
פְּתִ֣יל,2
הַמִּצְנָ֑פֶת,1
הַמִּצְנֶ֖פֶת,4
וְהָיָה֮,3
מֵ֣צַח,1
וְנָשָׂ֨א,2
הַקֳּדָשִׁ֗ים,2
יַקְדִּ֨ישׁוּ֙,1
לְכׇֽל,1
מַתְּנֹ֖ת,1
קׇדְשֵׁיהֶ֑ם,2
מִצְחוֹ֙,1
תָּמִ֔יד,1
לְרָצ֥וֹן,1
וְשִׁבַּצְתָּ֙,1
הַכְּתֹ֣נֶת,1
וְעָשִׂ֖יתָ,1
שֵׁ֑שׁ,2
וְאַבְנֵ֥ט,1
כֻתֳּנֹ֔ת,1
אַבְנֵטִ֑ים,1
וּמִגְבָּעוֹת֙,1
וְהִלְבַּשְׁתָּ֤,2
וּמָשַׁחְתָּ֨,1
וּמִלֵּאתָ֧,1
יָדָ֛ם,1
וְקִדַּשְׁתָּ֥,4
וְכִהֲנ֥וּ,1
וַעֲשֵׂ֤ה,1
מִכְנְסֵי,1
בָ֔ד,1
לְכַסּ֖וֹת,1
עֶרְוָ֑ה,2
מִמׇּתְנַ֥יִם,1
יְרֵכַ֖יִם,1
וְהָיוּ֩,1
בָּנָ֜יו,2
בְּבֹאָ֣ם,1
אֹ֣הֶל,43
מוֹעֵ֗ד,5
בְגִשְׁתָּ֤ם,2
הַמִּזְבֵּ֨חַ֙,11
לְשָׁרֵ֣ת,4
בַּקֹּ֔דֶשׁ,2
יִשְׂא֥וּ,1
עָוֹ֖ן,2
וָמֵ֑תוּ,2
עוֹלָ֛ם,5
וּלְזַרְע֥וֹ,1
וְזֶ֨ה,2
הַדָּבָ֜ר,1
לְקַדֵּ֥שׁ,1
לְכַהֵ֣ן,1
לְ֠קַח,1
פַּ֣ר,18
אֶחָ֧ד,3
בָּקָ֛ר,5
וְאֵילִ֥ם,1
תְּמִימִֽם,10
וְלֶ֣חֶם,1
מַצּ֗וֹת,2
וְחַלֹּ֤ת,1
מַצֹּת֙,2
בְּלוּלֹ֣ת,4
בַּשֶּׁ֔מֶן,4
וּרְקִיקֵ֥י,4
מְשֻׁחִ֣ים,3
בַּשָּׁ֑מֶן,3
סֹ֥לֶת,2
חִטִּ֖ים,1
סַ֣ל,2
וְהִקְרַבְתָּ֥,2
בַּסָּ֑ל,2
הַפָּ֔ר,6
הָאֵילִֽם,2
בָּנָיו֙,5
תַּקְרִ֔יב,1
פֶּ֖תַח,26
מוֹעֵ֑ד,34
וְרָחַצְתָּ֥,2
בַּמָּֽיִם,6
וְלָקַחְתָּ֣,6
הַבְּגָדִ֗ים,1
הַכֻּתֹּ֔נֶת,1
מְעִ֣יל,1
הָאֵפֹ֔ד,3
וְאָפַדְתָּ֣,1
בְּחֵ֖שֶׁב,1
הָאֵפֹֽד,2
רֹאשׁ֑וֹ,7
וְנָתַתָּ֛,1
נֵ֥זֶר,2
הַקֹּ֖דֶשׁ,8
הַמִּצְנָֽפֶת,1
וְלָֽקַחְתָּ֙,3
וְיָצַקְתָּ֖,1
וּמָשַׁחְתָּ֖,1
תַּקְרִ֑יב,2
וְהִלְבַּשְׁתָּ֖ם,2
כֻּתֳּנֹֽת,2
וְחָגַרְתָּ֩,1
אֹתָ֨ם,2
אַבְנֵ֜ט,1
וּבָנָ֗יו,2
וְחָבַשְׁתָּ֤,1
מִגְבָּעֹ֔ת,1
כְּהֻנָּ֖ה,1
לְחֻקַּ֣ת,5
יַֽד,1
וְיַד,1
וְהִקְרַבְתָּ֙,2
וְסָמַ֨ךְ,3
יְדֵיהֶ֖ם,9
הַפָּֽר,1
וְשָׁחַטְתָּ֥,1
הַפָּ֖ר,4
אֹ֥הֶל,37
מוֹעֵֽד,38
מִדַּ֣ם,6
קַרְנֹ֥ת,1
בְּאֶצְבָּעֶ֑ךָ,1
הַדָּ֣ם,3
תִּשְׁפֹּ֔ךְ,1
יְס֖וֹד,5
וְלָֽקַחְתָּ֗,1
הַחֵלֶב֮,3
הַֽמְכַסֶּ֣ה,6
הַקֶּרֶב֒,3
הַיֹּתֶ֨רֶת֙,6
הַכָּבֵ֔ד,8
הַכְּלָיֹ֔ת,6
הַחֵ֖לֶב,4
עֲלֵיהֶ֑ן,1
וְהִקְטַרְתָּ֖,1
הַמִּזְבֵּֽחָה,6
בְּשַׂ֤ר,3
הַפָּר֙,3
עֹר֣וֹ,1
פִּרְשׁ֔וֹ,2
תִּשְׂרֹ֣ף,1
מִח֖וּץ,12
לַֽמַּחֲנֶ֑ה,7
חַטָּ֖את,11
הָאַ֥יִל,1
תִּקָּ֑ח,2
וְסָ֨מְכ֜וּ,1
הָאָֽיִל,4
וְשָׁחַטְתָּ֖,1
הָאָ֑יִל,1
דָּמ֔וֹ,3
וְזָרַקְתָּ֥,1
תְּנַתֵּ֖חַ,1
לִנְתָחָ֑יו,2
וְרָחַצְתָּ֤,1
קִרְבּוֹ֙,1
וּכְרָעָ֔יו,1
וְנָתַתָּ֥,4
נְתָחָ֖יו,1
וְהִקְטַרְתָּ֤,1
הָאַ֨יִל֙,1
הַמִּזְבֵּ֔חָה,11
נִיח֔וֹחַ,1
אִשֶּׁ֥ה,5
הָאַ֣יִל,2
וְשָׁחַטְתָּ֣,1
הָאַ֗יִל,1
מִדָּמוֹ֙,1
וְנָֽתַתָּ֡ה,1
תְּנוּךְ֩,1
אֹ֨זֶן,1
תְּנ֨וּךְ,1
אֹ֤זֶן,3
הַיְמָנִ֔ית,13
בֹּ֤הֶן,7
יָדָם֙,2
בֹּ֥הֶן,7
רַגְלָ֖ם,2
הַיְמָנִ֑ית,7
וְזָרַקְתָּ֧,1
הַדָּ֛ם,5
וְלָקַחְתָּ֞,3
הַמִּזְבֵּחַ֮,1
וּמִשֶּׁ֣מֶן,1
הַמִּשְׁחָה֒,1
וְהִזֵּיתָ֤,1
בְּגָדָ֔יו,9
וְקָדַ֥שׁ,1
וּבְגָדָ֔יו,1
וּבִגְדֵ֥י,1
הָ֠אַיִל,1
הַחֵ֨לֶב,2
וְהָֽאַלְיָ֜ה,1
הַחֵ֣לֶב,2
הַקֶּ֗רֶב,1
יֹתֶ֤רֶת,1
הַכָּבֵד֙,2
הַכְּלָיֹ֗ת,1
הַחֵ֨לֶב֙,10
עֲלֵהֶ֔ן,4
שׁ֣וֹק,8
הַיָּמִ֑ין,1
אֵ֥יל,2
מִלֻּאִ֖ים,1
וְכִכַּ֨ר,1
אַחַ֗ת,14
וְֽחַלַּ֨ת,3
שֶׁ֛מֶן,3
וְרָקִ֣יק,2
מִסַּל֙,1
הַמַּצּ֔וֹת,1
הַכֹּ֔ל,2
כַּפֵּ֣י,5
בָנָ֑יו,4
וְהֵנַפְתָּ֥,4
תְּנוּפָ֖ה,10
וְהִקְטַרְתָּ֥,1
הַמִּזְבֵּ֖חָה,2
הָעֹלָ֑ה,12
לְרֵ֤יחַ,4
נִיח֨וֹחַ֙,1
הֶֽחָזֶ֗ה,1
מֵאֵ֤יל,1
הַמִּלֻּאִים֙,1
לְאַהֲרֹ֔ן,4
לְמָנָֽה,2
וְקִדַּשְׁתָּ֞,1
חֲזֵ֣ה,2
הַתְּנוּפָ֗ה,3
הוּנַ֖ף,1
וַאֲשֶׁ֣ר,5
הוּרָ֑ם,1
מֵאֵיל֙,1
הַמִּלֻּאִ֔ים,1
מֵאֲשֶׁ֥ר,3
לְאַהֲרֹ֖ן,9
וּמֵאֲשֶׁ֥ר,1
לְבָנָֽיו,1
לְאַהֲרֹ֨ן,2
וּלְבָנָ֜יו,1
עוֹלָ֗ם,2
מֵאֵת֙,4
תְרוּמָ֖ה,3
וּתְרוּמָ֞ה,1
מִזִּבְחֵ֣י,1
שַׁלְמֵיהֶ֔ם,1
תְּרוּמָתָ֖ם,1
וּבִגְדֵ֤י,1
הַקֹּ֨דֶשׁ֙,7
יִהְי֥וּ,9
לְבָנָ֖יו,1
אַחֲרָ֑יו,2
לְמׇשְׁחָ֣ה,1
וּלְמַלֵּא,1
יָדָֽם,2
יִלְבָּשָׁ֧ם,1
הַכֹּהֵ֛ן,32
תַּחְתָּ֖יו,1
מִבָּנָ֑יו,1
יָבֹ֛א,2
מוֹעֵ֖ד,20
לְשָׁרֵ֥ת,1
בַּקֹּֽדֶשׁ,1
הַמִּלֻּאִ֖ים,1
וּבִשַּׁלְתָּ֥,1
בְּשָׂר֖וֹ,8
בְּמָקֹ֥ם,1
קָדֹֽשׁ,2
וְאָכַ֨ל,1
וּבָנָיו֙,4
וְאָכְל֤וּ,1
כֻּפַּ֣ר,1
בָּהֶ֔ם,2
לְמַלֵּ֥א,1
יָדָ֖ם,2
לְקַדֵּ֣שׁ,1
וְזָ֥ר,1
יֹאכַ֖ל,3
וְֽאִם,2
יִוָּתֵ֞ר,1
מִבְּשַׂ֧ר,1
הַמִּלֻּאִ֛ים,1
הַבֹּ֑קֶר,1
וְשָׂרַפְתָּ֤,1
הַנּוֹתָר֙,1
לְאַהֲרֹ֤ן,1
וּלְבָנָיו֙,2
כָּ֔כָה,1
צִוִּ֖יתִי,3
אֹתָ֑כָה,1
תְּמַלֵּ֥א,1
וּפַ֨ר,1
חַטָּ֜את,2
תַּעֲשֶׂ֤ה,1
לַיּוֹם֙,2
הַכִּפֻּרִ֔ים,3
וְחִטֵּאתָ֙,1
בְּכַפֶּרְךָ֖,1
וּמָֽשַׁחְתָּ֥,1
לְקַדְּשֽׁוֹ,2
תְּכַפֵּר֙,1
וְקִדַּשְׁתָּ֖,2
קֹ֣דֶשׁ,8
קׇֽדָשִׁ֔ים,1
בַּמִּזְבֵּ֖חַ,1
יִקְדָּֽשׁ,3
הַמִּזְבֵּ֑חַ,16
כְּבָשִׂ֧ים,12
לַיּ֖וֹם,2
הַכֶּ֥בֶשׂ,2
בַבֹּ֑קֶר,2
הַכֶּ֣בֶשׂ,5
וְעִשָּׂרֹ֨ן,1
סֹ֜לֶת,2
בָּל֨וּל,1
בְּשֶׁ֤מֶן,1
כָּתִית֙,1
רֶ֣בַע,1
הַהִ֔ין,3
וְנֵ֕סֶךְ,2
רְבִעִ֥ית,1
הַהִ֖ין,2
לַכֶּ֖בֶשׂ,10
הָעַרְבָּ֑יִם,2
כְּמִנְחַ֨ת,2
הַבֹּ֤קֶר,2
וּכְנִסְכָּהּ֙,1
לָּ֔הּ,1
לְרֵ֣יחַ,5
נִיחֹ֔חַ,7
אִשֶּׁ֖ה,17
עֹלַ֤ת,1
תָּמִיד֙,1
אֹֽהֶל,10
אִוָּעֵ֤ד,1
לְדַבֵּ֥ר,2
וְנֹעַדְתִּ֥י,1
וְנִקְדַּ֖שׁ,1
בִּכְבֹדִֽי,1
וְקִדַּשְׁתִּ֛י,1
אֲקַדֵּ֖שׁ,1
לְכַהֵ֥ן,2
וְשָׁ֣כַנְתִּ֔י,1
וְיָדְע֗וּ,1
הוֹצֵ֧אתִי,1
לְשׇׁכְנִ֣י,1
בְתוֹכָ֑ם,1
אֱלֹהֵיהֶֽם,2
מִקְטַ֣ר,1
קְטֹ֑רֶת,3
אַמָּ֨ה,1
אׇרְכּ֜וֹ,2
רׇחְבּוֹ֙,2
רָב֣וּעַ,1
יִהְיֶ֔ה,4
וְאַמָּתַ֖יִם,1
קֹמָת֑וֹ,1
קַרְנֹתָֽיו,2
וְצִפִּיתָ֨,1
טָה֗וֹר,3
גַּגּ֧וֹ,2
קִירֹתָ֛יו,2
וּשְׁתֵּי֩,2
טַבְּעֹ֨ת,3
זָהָ֜ב,2
לּ֣וֹ,2
לְזֵר֗וֹ,2
צַלְעֹתָ֔יו,2
צִדָּ֑יו,2
בָּהֵֽמָּה,1
הַבַּדִּ֖ים,4
וְנָתַתָּ֤ה,5
הַפָּרֹ֔כֶת,2
אִוָּעֵ֥ד,3
וְהִקְטִ֥יר,2
קְטֹ֣רֶת,4
סַמִּ֑ים,2
בְּהֵיטִיב֛וֹ,1
הַנֵּרֹ֖ת,2
יַקְטִירֶֽנָּה,1
וּבְהַעֲלֹ֨ת,1
הַנֵּרֹ֛ת,1
הָעַרְבַּ֖יִם,3
יַקְטִירֶ֑נָּה,1
קְטֹ֧רֶת,1
תָּמִ֛יד,2
תַעֲל֥וּ,1
קְטֹ֥רֶת,4
זָרָ֖ה,2
וְעֹלָ֣ה,1
וּמִנְחָ֑ה,1
תִסְּכ֖וּ,1
וְכִפֶּ֤ר,2
קַרְנֹתָ֔יו,1
מִדַּ֞ם,1
חַטַּ֣את,1
הַכִּפֻּרִ֗ים,2
בַּשָּׁנָה֙,1
יְכַפֵּ֤ר,1
קֹֽדֶשׁ,7
קׇֽדָשִׁ֥ים,3
תִשָּׂ֞א,1
לִפְקֻדֵיהֶם֒,1
וְנָ֨תְנ֜וּ,1
כֹּ֧פֶר,1
בִּפְקֹ֣ד,1
בָהֶ֛ם,1
נֶ֖גֶף,1
בִּפְקֹ֥ד,1
יִתְּנ֗וּ,1
הָעֹבֵר֙,2
הַפְּקֻדִ֔ים,3
מַחֲצִ֥ית,2
הַשֶּׁ֖קֶל,2
בְּשֶׁ֣קֶל,18
עֶשְׂרִ֤ים,17
גֵּרָה֙,2
הַשֶּׁ֔קֶל,2
מַחֲצִ֣ית,1
תְּרוּמָ֖ה,2
כֹּ֗ל,1
מִבֶּ֛ן,3
עֶשְׂרִ֥ים,11
וָמָ֑עְלָה,8
תְּרוּמַ֥ת,2
הֶֽעָשִׁ֣יר,1
יַרְבֶּ֗ה,1
וְהַדַּל֙,1
יַמְעִ֔יט,1
מִֽמַּחֲצִ֖ית,1
הַשָּׁ֑קֶל,1
תְּרוּמַ֣ת,10
לְכַפֵּ֖ר,7
נַפְשֹׁתֵיכֶֽם,2
וְנָתַתָּ֣,2
עֲבֹדַ֖ת,5
לִבְנֵ֨י,1
יִשְׂרָאֵ֤ל,3
לְזִכָּרוֹן֙,2
כִּיּ֥וֹר,1
נְחֹ֛שֶׁת,1
וְכַנּ֥וֹ,1
לְרׇחְצָ֑ה,1
בֵּֽין,11
אֹ֤הֶל,4
מוֹעֵד֙,5
וְרָחֲצ֛וּ,2
אַהֲרֹ֥ן,8
וּבָנָ֖יו,4
רַגְלֵיהֶֽם,2
בְּבֹאָ֞ם,2
אֹ֧הֶל,3
מוֹעֵ֛ד,5
יִרְחֲצוּ,1
יָמֻ֑תוּ,2
לְשָׁרֵ֔ת,1
לְהַקְטִ֥יר,2
יְדֵיהֶ֥ם,1
וְרַגְלֵיהֶ֖ם,1
וְהָיְתָ֨ה,1
לָהֶ֧ם,2
חׇק,4
וּלְזַרְע֖וֹ,1
בְּשָׂמִ֣ים,1
רֹאשׁ֒,1
מׇר,1
דְּרוֹר֙,1
וְקִנְּמׇן,1
בֶּ֥שֶׂם,1
מַחֲצִית֖וֹ,1
וּמָאתָ֑יִם,2
וּקְנֵה,1
בֹ֖שֶׂם,1
וּמָאתָֽיִם,7
וְקִדָּ֕ה,1
וְשֶׁ֥מֶן,1
הִֽין,1
שֶׁ֚מֶן,1
מִשְׁחַת,3
רֹ֥קַח,1
מִרְקַ֖חַת,1
רֹקֵ֑חַ,1
שֶׁ֥מֶן,3
וּמָשַׁחְתָּ֥,4
אֲר֥וֹן,4
הָעֵדֻֽת,5
כֵּלָ֔יו,6
