Book,Chapter,Verse,Depth
Numbers,3,37,4
Numbers,3,38,12
Numbers,3,39,6
Numbers,3,40,5
Numbers,3,41,5
Numbers,3,42,4
Numbers,3,43,8
Numbers,3,44,4
Numbers,3,45,5
Numbers,3,46,6
Numbers,3,47,5
Numbers,3,48,6
Numbers,3,49,6
Numbers,3,50,6
Numbers,3,51,6
Numbers,4,1,5
Numbers,4,2,5
Numbers,4,3,7
Numbers,4,4,5
Numbers,4,5,7
Numbers,4,6,7
Numbers,4,7,8
Numbers,4,8,7
Numbers,4,9,8
Numbers,4,10,6
Numbers,4,11,6
Numbers,4,12,8
Numbers,4,13,5
Numbers,4,14,9
Numbers,4,15,10
Numbers,4,16,11
Numbers,4,17,5
Numbers,4,18,5
Numbers,4,19,11
Numbers,4,20,5
Numbers,4,21,4
Numbers,4,22,5
Numbers,4,23,7
Numbers,4,24,4
Numbers,4,25,11
Numbers,4,26,8
Numbers,4,27,6
Numbers,4,28,6
Numbers,4,29,6
Numbers,4,30,7
Numbers,4,31,7
Numbers,4,32,7
Numbers,4,33,5
Numbers,4,34,5
Numbers,4,35,6
Numbers,4,36,5
Numbers,4,37,10
Numbers,4,38,5
Numbers,4,39,6
Numbers,4,40,6
Numbers,4,41,10
Numbers,4,42,5
Numbers,4,43,6
Numbers,4,44,5
Numbers,4,45,9
Numbers,4,46,5
Numbers,4,47,7
Numbers,4,48,6
Numbers,4,49,6
Numbers,5,1,4
Numbers,5,2,7
Numbers,5,3,6
Numbers,5,4,6
Numbers,5,5,4
Numbers,5,6,7
Numbers,5,7,10
Numbers,5,8,7
Numbers,5,9,9
Numbers,5,10,4
Numbers,5,11,4
Numbers,5,12,6
Numbers,5,13,6
Numbers,5,14,6
Numbers,5,15,7
Numbers,5,16,6
Numbers,5,17,6
Numbers,5,18,5
Numbers,5,19,8
Numbers,5,20,7
Numbers,5,21,9
Numbers,5,22,7
Numbers,5,23,5
Numbers,5,24,5
Numbers,5,25,6
Numbers,5,26,6
Numbers,5,27,7
Numbers,5,28,5
Numbers,5,29,6
Numbers,5,30,7
Numbers,5,31,5
Numbers,6,1,4
Numbers,6,2,7
Numbers,6,3,8
Numbers,6,4,4
Numbers,6,5,7
Numbers,6,6,5
Numbers,6,7,3
Numbers,6,8,4
Numbers,6,9,9
Numbers,6,10,7
Numbers,6,11,8
Numbers,6,12,7
Numbers,6,13,7
Numbers,6,14,12
Numbers,6,15,6
Numbers,6,16,6
Numbers,6,17,5
Numbers,6,18,6
Numbers,6,19,7
Numbers,6,20,5
Numbers,6,21,8
Numbers,6,22,4
Numbers,6,23,6
Numbers,6,24,3
Numbers,6,25,4
Numbers,6,26,4
Numbers,6,27,4
Numbers,7,1,10
Numbers,7,2,6
Numbers,7,3,7
Numbers,7,4,4
Numbers,7,5,6
Numbers,7,6,5
Numbers,7,7,4
Numbers,7,8,5
Numbers,7,9,4
Numbers,7,10,5
Numbers,7,11,6
Numbers,7,12,8
Numbers,7,13,7
Numbers,7,14,4
Numbers,7,15,6
Numbers,7,16,3
Numbers,7,17,8
Numbers,7,18,5
Numbers,7,19,5
Numbers,7,20,4
Numbers,7,21,6
Numbers,7,22,3
Numbers,7,23,8
Numbers,7,24,6
Numbers,7,25,5
Numbers,7,26,4
Numbers,7,27,6
Numbers,7,28,3
Numbers,7,29,11
Numbers,7,30,6
Numbers,7,31,5
Numbers,7,32,4
Numbers,7,33,6
Numbers,7,34,3
Numbers,7,35,9
Numbers,7,36,7
Numbers,7,37,5
Numbers,7,38,4
Numbers,7,39,6
Numbers,7,40,3
Numbers,7,41,11
Numbers,7,42,7
Numbers,7,43,5
Numbers,7,44,4
Numbers,7,45,6
Numbers,7,46,3
Numbers,7,47,9
Numbers,7,48,7
Numbers,7,49,5
Numbers,7,50,4
Numbers,7,51,6
Numbers,7,52,3
Numbers,7,53,10
Numbers,7,54,4
Numbers,7,55,4
Numbers,7,56,4
Numbers,7,57,6
Numbers,7,58,3
Numbers,7,59,9
Numbers,7,60,7
Numbers,7,61,5
Numbers,7,62,4
Numbers,7,63,6
Numbers,7,64,3
Numbers,7,65,10
Numbers,7,66,4
Numbers,7,67,5
Numbers,7,68,4
Numbers,7,69,6
Numbers,7,70,3
Numbers,7,71,8
Numbers,7,72,7
Numbers,7,73,5
Numbers,7,74,4
Numbers,7,75,6
Numbers,7,76,3
Numbers,7,77,12
Numbers,7,78,6
Numbers,7,79,5
Numbers,7,80,4
Numbers,7,81,6
Numbers,7,82,3
Numbers,7,83,8
Numbers,7,84,11
Numbers,7,85,5
Numbers,7,86,11
Numbers,7,87,7
Numbers,7,88,11
Numbers,7,89,9
Numbers,8,1,4
Numbers,8,2,9
Numbers,8,3,6
Numbers,8,4,3
Numbers,8,5,4
Numbers,8,6,5
Numbers,8,7,6
Numbers,8,8,9
Numbers,8,9,6
Numbers,8,10,5
Numbers,8,11,5
Numbers,8,12,6
Numbers,8,13,5
Numbers,8,14,4
Numbers,8,15,6
Numbers,8,16,7
Numbers,8,17,5
Numbers,8,18,5
Numbers,8,19,7
Numbers,8,20,5
Numbers,8,21,5
Numbers,8,22,8
Numbers,8,23,4
Numbers,8,24,7
Numbers,8,25,5
Numbers,8,26,7
Numbers,9,1,6
Numbers,9,2,4
Numbers,9,3,5
Numbers,9,4,4
Numbers,9,5,8
Numbers,9,6,8
Numbers,9,7,6
Numbers,9,8,6
Numbers,9,9,4
Numbers,9,10,10
Numbers,9,11,6
Numbers,9,12,5
Numbers,9,13,6
Numbers,9,14,7
Numbers,9,15,10
Numbers,9,16,5
Numbers,9,17,7
Numbers,9,18,9
Numbers,9,19,7
Numbers,9,20,10
Numbers,9,21,6
Numbers,9,22,5
Numbers,9,23,6
Numbers,10,1,4
Numbers,10,2,8
Numbers,10,3,5
Numbers,10,4,6
Numbers,10,5,5
Numbers,10,6,5
Numbers,10,7,5
Numbers,10,8,5
Numbers,10,9,6
Numbers,10,10,6
Numbers,10,11,5
Numbers,10,12,5
Numbers,10,13,6
Numbers,10,14,8
Numbers,10,15,6
Numbers,10,16,7
Numbers,10,17,4
Numbers,10,18,8
Numbers,10,19,7
Numbers,10,20,7
Numbers,10,21,6
Numbers,10,22,8
Numbers,10,23,5
Numbers,10,24,7
Numbers,10,25,10
Numbers,10,26,8
Numbers,10,27,6
Numbers,10,28,4
Numbers,10,29,6
Numbers,10,30,7
Numbers,10,31,5
Numbers,10,32,6
Numbers,10,33,7
Numbers,10,34,5
Numbers,10,35,6
Numbers,10,36,6
Numbers,11,1,8
Numbers,11,2,6
Numbers,11,3,6
Numbers,11,4,6
Numbers,11,5,8
Numbers,11,6,4
Numbers,11,7,6
Numbers,11,8,6
Numbers,11,9,5
Numbers,11,10,7
Numbers,11,11,6
Numbers,11,12,7
Numbers,11,13,7
Numbers,11,14,6
Numbers,11,15,5
Numbers,11,16,8
Numbers,11,17,7
Numbers,11,18,7
Numbers,11,19,7
Numbers,11,20,5
Numbers,11,21,5
Numbers,11,22,7
Numbers,11,23,8
Numbers,11,24,6
Numbers,11,25,6
Numbers,11,26,6
Numbers,11,27,5
Numbers,11,28,6
Numbers,11,29,5
Numbers,11,30,5
Numbers,11,31,9
Numbers,11,32,7
Numbers,11,33,6
Numbers,11,34,5
Numbers,11,35,4
Numbers,12,1,8
Numbers,12,2,5
Numbers,12,3,4
Numbers,12,4,5
Numbers,12,5,5
Numbers,12,6,6
Numbers,12,7,5
Numbers,12,8,6
Numbers,12,9,3
Numbers,12,10,6
Numbers,12,11,6
Numbers,12,12,6
Numbers,12,13,6
Numbers,12,14,4
Numbers,12,15,6
Numbers,12,16,5
Numbers,13,1,4
Numbers,13,2,6
Numbers,13,3,9
Numbers,13,4,5
Numbers,13,5,5
Numbers,13,6,6
Numbers,13,7,6
Numbers,13,8,6
Numbers,13,9,5
Numbers,13,10,6
Numbers,13,11,6
Numbers,13,12,7
Numbers,13,13,6
Numbers,13,14,6
Numbers,13,15,6
Numbers,13,16,9
Numbers,13,17,6
Numbers,13,18,6
Numbers,13,19,6
Numbers,13,20,7
Numbers,13,21,6
Numbers,13,22,7
Numbers,13,23,7
Numbers,13,24,6
Numbers,13,25,4
Numbers,13,26,7
Numbers,13,27,7
Numbers,13,28,9
Numbers,13,29,6
Numbers,13,30,9
Numbers,13,31,6
Numbers,13,32,8
Numbers,13,33,6
Numbers,14,1,5
Numbers,14,2,6
Numbers,14,3,5
Numbers,14,4,7
Numbers,14,5,6
Numbers,14,6,6
Numbers,14,7,8
Numbers,14,8,7
Numbers,14,9,9
Numbers,14,10,6
Numbers,14,11,6
Numbers,14,12,7
Numbers,14,13,5
Numbers,14,14,7
Numbers,14,15,6
Numbers,14,16,6
Numbers,14,17,4
Numbers,14,18,8
Numbers,14,19,5
Numbers,14,20,3
Numbers,14,21,6
Numbers,14,22,5
Numbers,14,23,5
Numbers,14,24,3
Numbers,14,25,5
Numbers,14,26,5
Numbers,14,27,8
Numbers,14,28,5
Numbers,14,29,6
Numbers,14,30,8
Numbers,14,31,8
Numbers,14,32,4
Numbers,14,33,6
Numbers,14,34,6
Numbers,14,35,6
Numbers,14,36,8
Numbers,14,37,7
Numbers,14,38,6
Numbers,14,39,4
Numbers,14,40,8
Numbers,14,41,5
Numbers,14,42,5
Numbers,14,43,7
Numbers,14,44,8
Numbers,14,45,6
Numbers,15,1,4
Numbers,15,2,8
Numbers,15,3,9
Numbers,15,4,2
Numbers,15,5,5
Numbers,15,6,6
Numbers,15,7,7
Numbers,15,8,7
Numbers,15,9,5
Numbers,15,10,7
Numbers,15,11,6
Numbers,15,12,5
Numbers,15,13,5
Numbers,15,14,6
Numbers,15,15,7
Numbers,15,16,5
Numbers,15,17,4
Numbers,15,18,7
Numbers,15,19,5
Numbers,15,20,3
Numbers,15,21,3
Numbers,15,22,6
Numbers,15,23,7
Numbers,15,24,8
Numbers,15,25,7
Numbers,15,26,6
Numbers,15,27,5
Numbers,15,28,7
Numbers,15,29,7
Numbers,15,30,6
Numbers,15,31,8
Numbers,15,32,6
Numbers,15,33,6
Numbers,15,34,4
Numbers,15,35,5
Numbers,15,36,6
Numbers,15,37,4
Numbers,15,38,9
Numbers,15,39,6
Numbers,15,40,6
Numbers,15,41,6
Numbers,16,1,12
Numbers,16,2,7
Numbers,16,3,7
Numbers,16,4,6
Numbers,16,5,5
Numbers,16,6,6
Numbers,16,7,9
Numbers,16,8,6
Numbers,16,9,7
Numbers,16,10,6
Numbers,16,11,6
Numbers,16,12,6
Numbers,16,13,7
Numbers,16,14,9
Numbers,16,15,6
Numbers,16,16,6
Numbers,16,17,7
Numbers,16,18,6
Numbers,16,19,6
Numbers,16,20,5
Numbers,16,21,4
Numbers,16,22,6
Numbers,16,23,4
Numbers,16,24,6
Numbers,16,25,5
Numbers,16,26,6
Numbers,16,27,4
Numbers,16,28,6
Numbers,16,29,6
Numbers,16,30,11
Numbers,16,31,7
Numbers,16,32,7
Numbers,16,33,6
Numbers,16,34,6
Numbers,16,35,4
Numbers,17,1,4
Numbers,17,2,8
Numbers,17,3,8
Numbers,17,4,5
Numbers,17,5,6
Numbers,17,6,7
Numbers,17,7,7
Numbers,17,8,6
Numbers,17,9,4
Numbers,17,10,6
Numbers,17,11,8
Numbers,17,12,7
Numbers,17,13,5
Numbers,17,14,7
Numbers,17,15,6
Numbers,17,16,4
Numbers,17,17,8
Numbers,17,18,5
Numbers,17,19,5
Numbers,17,20,8
Numbers,17,21,6
Numbers,17,22,5
Numbers,17,23,7
Numbers,17,24,5
Numbers,17,25,5
Numbers,17,26,4
Numbers,17,27,5
Numbers,17,28,6
Numbers,18,1,5
Numbers,18,2,7
Numbers,18,3,6
Numbers,18,4,7
Numbers,18,5,6
Numbers,18,6,7
Numbers,18,7,10
Numbers,18,8,7
Numbers,18,9,11
Numbers,18,10,7
Numbers,18,11,3
Numbers,18,12,5
Numbers,18,13,5
Numbers,18,14,5
Numbers,18,15,10
Numbers,18,16,6
Numbers,18,17,6
Numbers,18,18,4
Numbers,18,19,7
Numbers,18,20,6
Numbers,18,21,8
Numbers,18,22,5
Numbers,18,23,7
Numbers,18,24,6
Numbers,18,25,4
Numbers,18,26,6
Numbers,18,27,6
Numbers,18,28,7
Numbers,18,29,4
Numbers,18,30,7
Numbers,18,31,7
Numbers,18,32,6
Numbers,19,1,5
Numbers,19,2,11
Numbers,19,3,6
Numbers,19,4,7
Numbers,19,5,6
Numbers,19,6,6
Numbers,19,7,6
Numbers,19,8,7
Numbers,19,9,8
Numbers,19,10,6
Numbers,19,11,6
Numbers,19,12,6
Numbers,19,13,8
Numbers,19,14,6
Numbers,19,15,5
Numbers,19,16,8
Numbers,19,17,7
Numbers,19,18,8
Numbers,19,19,7
Numbers,19,20,6
Numbers,19,21,7
Numbers,19,22,6
Numbers,20,1,7
Numbers,20,2,7
Numbers,20,3,6
Numbers,20,4,5
Numbers,20,5,5
Numbers,20,6,6
Numbers,20,7,4
Numbers,20,8,6
Numbers,20,9,4
Numbers,20,10,8
Numbers,20,11,7
Numbers,20,12,7
Numbers,20,13,6
Numbers,20,14,6
Numbers,20,15,5
Numbers,20,16,7
Numbers,20,17,6
Numbers,20,18,4
Numbers,20,19,6
Numbers,20,20,5
Numbers,20,21,5
Numbers,20,22,6
Numbers,20,23,7
Numbers,20,24,8
Numbers,20,25,7
Numbers,20,26,8
Numbers,20,27,6
Numbers,20,28,4
Numbers,20,29,6
Numbers,21,1,7
Numbers,21,2,8
Numbers,21,3,6
Numbers,21,4,8
Numbers,21,5,7
Numbers,21,6,7
Numbers,21,7,7
Numbers,21,8,8
Numbers,21,9,8
Numbers,21,10,4
Numbers,21,11,6
Numbers,21,12,5
Numbers,21,13,8
Numbers,21,14,6
Numbers,21,15,7
Numbers,21,16,7
Numbers,21,17,7
Numbers,21,18,6
Numbers,21,19,4
Numbers,21,20,8
Numbers,21,21,5
Numbers,21,22,8
Numbers,21,23,10
Numbers,21,24,8
Numbers,21,25,5
Numbers,21,26,7
Numbers,21,27,5
Numbers,21,28,6
Numbers,21,29,7
Numbers,21,30,6
Numbers,21,31,3
Numbers,21,32,5
Numbers,21,33,7
Numbers,21,34,11
Numbers,21,35,6
Numbers,22,1,5
Numbers,22,2,5
Numbers,22,3,5
Numbers,22,4,8
Numbers,22,5,5
Numbers,22,6,5
Numbers,22,7,5
Numbers,22,8,8
Numbers,22,9,5
Numbers,22,10,6
Numbers,22,11,7
Numbers,22,12,6
Numbers,22,13,6
Numbers,22,14,5
Numbers,22,15,5
Numbers,22,16,7
Numbers,22,17,6
Numbers,22,18,9
Numbers,22,19,6
Numbers,22,20,9
Numbers,22,21,7
Numbers,22,22,7
Numbers,22,23,8
Numbers,22,24,4
Numbers,22,25,6
Numbers,22,26,9
Numbers,22,27,5
Numbers,22,28,7
Numbers,22,29,6
Numbers,22,30,7
Numbers,22,31,7
Numbers,22,32,6
Numbers,22,33,6
Numbers,22,34,5
Numbers,22,35,6
Numbers,22,36,8
Numbers,22,37,5
Numbers,22,38,5
Numbers,22,39,5
Numbers,22,40,7
Numbers,22,41,6
Numbers,23,1,5
Numbers,23,2,6
Numbers,23,3,6
Numbers,23,4,7
Numbers,23,5,6
Numbers,23,6,5
Numbers,23,7,9
Numbers,23,8,3
Numbers,23,9,6
Numbers,23,10,7
Numbers,23,11,6
Numbers,23,12,6
Numbers,23,13,7
Numbers,23,14,8
Numbers,23,15,5
Numbers,23,16,6
Numbers,23,17,6
Numbers,23,18,6
Numbers,23,19,6
Numbers,23,20,4
Numbers,23,21,8
Numbers,23,22,5
Numbers,23,23,6
Numbers,23,24,6
Numbers,23,25,5
Numbers,23,26,6
Numbers,23,27,6
Numbers,23,28,8
Numbers,23,29,5
Numbers,23,30,6
Numbers,24,1,6
Numbers,24,2,7
Numbers,24,3,7
Numbers,24,4,6
Numbers,24,5,4
Numbers,24,6,8
Numbers,24,7,6
Numbers,24,8,8
Numbers,24,9,7
Numbers,24,10,6
Numbers,24,11,5
Numbers,24,12,5
Numbers,24,13,3
Numbers,24,14,6
Numbers,24,15,7
Numbers,24,16,7
Numbers,24,17,9
Numbers,24,18,6
Numbers,24,19,5
Numbers,24,20,7
Numbers,24,21,6
Numbers,24,22,3
Numbers,24,23,5
Numbers,24,24,6
Numbers,24,25,5
Numbers,25,1,6
Numbers,25,2,5
Numbers,25,3,4
Numbers,25,4,7
Numbers,25,5,7
Numbers,25,6,6
Numbers,25,7,6
Numbers,25,8,6
Numbers,25,9,6
Numbers,25,10,4
Numbers,25,11,5
Numbers,25,12,5
Numbers,25,13,8
Numbers,25,14,9
Numbers,25,15,9
Numbers,25,16,4
Numbers,25,17,4
Numbers,25,18,8
Numbers,25,19,4
Numbers,26,1,6
Numbers,26,2,7
Numbers,26,3,5
Numbers,26,4,7
Numbers,26,5,5
Numbers,26,6,5
Numbers,26,7,7
Numbers,26,8,3
Numbers,26,9,8
Numbers,26,10,6
Numbers,26,11,4
Numbers,26,12,6
Numbers,26,13,5
Numbers,26,14,5
Numbers,26,15,7
Numbers,26,16,5
Numbers,26,17,5
Numbers,26,18,5
Numbers,26,19,5
Numbers,26,20,6
Numbers,26,21,6
Numbers,26,22,5
Numbers,26,23,5
Numbers,26,24,4
Numbers,26,25,5
Numbers,26,26,6
Numbers,26,27,3
Numbers,26,28,4
Numbers,26,29,8
Numbers,26,30,6
Numbers,26,31,6
Numbers,26,32,7
Numbers,26,33,7
Numbers,26,34,5
Numbers,26,35,10
Numbers,26,36,6
Numbers,26,37,5
Numbers,26,38,8
Numbers,26,39,6
Numbers,26,40,6
Numbers,26,41,6
Numbers,26,42,2
Numbers,26,43,6
Numbers,26,44,7
Numbers,26,45,7
Numbers,26,46,5
Numbers,26,47,5
Numbers,26,48,6
Numbers,26,49,5
Numbers,26,50,3
Numbers,26,51,5
Numbers,26,52,4
Numbers,26,53,4
Numbers,26,54,7
Numbers,26,55,6
Numbers,26,56,6
Numbers,26,57,7
Numbers,26,58,14
Numbers,26,59,8
Numbers,26,60,6
Numbers,26,61,7
Numbers,26,62,7
Numbers,26,63,5
Numbers,26,64,7
Numbers,26,65,9
Numbers,27,1,11
Numbers,27,2,6
Numbers,27,3,7
Numbers,27,4,6
Numbers,27,5,4
Numbers,27,6,4
Numbers,27,7,6
Numbers,27,8,8
Numbers,27,9,5
Numbers,27,10,5
Numbers,27,11,6
Numbers,27,12,7
Numbers,27,13,6
Numbers,27,14,8
Numbers,27,15,4
Numbers,27,16,4
Numbers,27,17,9
Numbers,27,18,6
Numbers,27,19,5
Numbers,27,20,6
Numbers,27,21,7
Numbers,27,22,6
Numbers,27,23,6
Numbers,28,1,4
Numbers,28,2,8
Numbers,28,3,7
Numbers,28,4,5
Numbers,28,5,5
Numbers,28,6,6
Numbers,28,7,5
Numbers,28,8,5
Numbers,28,9,5
Numbers,28,10,7
Numbers,28,11,7
Numbers,28,12,4
Numbers,28,13,7
Numbers,28,14,10
Numbers,28,15,4
Numbers,28,16,5
Numbers,28,17,5
Numbers,28,18,4
Numbers,28,19,6
Numbers,28,20,5
Numbers,28,21,6
Numbers,28,22,5
Numbers,28,23,5
Numbers,28,24,6
Numbers,28,25,6
Numbers,28,26,6
Numbers,28,27,6
Numbers,28,28,4
Numbers,28,29,6
Numbers,28,30,4
Numbers,28,31,4
Numbers,29,1,8
Numbers,29,2,7
Numbers,29,3,4
Numbers,29,4,7
Numbers,29,5,4
Numbers,29,6,4
Numbers,29,7,6
Numbers,29,8,6
Numbers,29,9,4
Numbers,29,10,6
Numbers,29,11,7
Numbers,29,12,7
Numbers,29,13,4
Numbers,29,14,4
Numbers,29,15,6
Numbers,29,16,4
Numbers,29,17,7
Numbers,29,18,7
Numbers,29,19,5
Numbers,29,20,9
Numbers,29,21,7
Numbers,29,22,7
Numbers,29,23,6
Numbers,29,24,7
Numbers,29,25,4
Numbers,29,26,8
Numbers,29,27,7
Numbers,29,28,7
Numbers,29,29,8
Numbers,29,30,7
Numbers,29,31,5
Numbers,29,32,5
Numbers,29,33,7
Numbers,29,34,4
Numbers,29,35,5
Numbers,29,36,5
Numbers,29,37,4
Numbers,29,38,7
Numbers,29,39,6
Numbers,30,1,5
Numbers,30,2,6
Numbers,30,3,6
Numbers,30,4,5
Numbers,30,5,8
Numbers,30,6,7
Numbers,30,7,6
Numbers,30,8,7
Numbers,30,9,9
Numbers,30,10,6
Numbers,30,11,4
Numbers,30,12,7
Numbers,30,13,8
Numbers,30,14,6
Numbers,30,15,7
Numbers,30,16,6
Numbers,30,17,7
Numbers,31,1,4
Numbers,31,2,5
Numbers,31,3,8
Numbers,31,4,4
Numbers,31,5,7
Numbers,31,6,7
Numbers,31,7,7
Numbers,31,8,6
Numbers,31,9,5
Numbers,31,10,4
Numbers,31,11,6
Numbers,31,12,11
Numbers,31,13,6
Numbers,31,14,7
Numbers,31,15,6
Numbers,31,16,6
Numbers,31,17,6
Numbers,31,18,7
Numbers,31,19,7
Numbers,31,20,5
Numbers,31,21,6
Numbers,31,22,6
Numbers,31,23,8
Numbers,31,24,5
Numbers,31,25,4
Numbers,31,26,8
Numbers,31,27,7
Numbers,31,28,11
Numbers,31,29,5
Numbers,31,30,8
Numbers,31,31,5
Numbers,31,32,9
Numbers,31,33,4
Numbers,31,34,5
Numbers,31,35,7
Numbers,31,36,10
Numbers,31,37,6
Numbers,31,38,2
Numbers,31,39,3
Numbers,31,40,3
Numbers,31,41,5
Numbers,31,42,6
Numbers,31,43,6
Numbers,31,44,4
Numbers,31,45,4
Numbers,31,46,6
Numbers,31,47,7
Numbers,31,48,5
Numbers,31,49,6
Numbers,31,50,10
Numbers,31,51,4
Numbers,31,52,8
Numbers,31,53,4
Numbers,31,54,8
Numbers,32,1,7
Numbers,32,2,6
Numbers,32,3,5
Numbers,32,4,6
Numbers,32,5,7
Numbers,32,6,5
Numbers,32,7,7
Numbers,32,8,5
Numbers,32,9,6
Numbers,32,10,5
Numbers,32,11,6
Numbers,32,12,6
Numbers,32,13,6
Numbers,32,14,7
Numbers,32,15,6
Numbers,32,16,6
Numbers,32,17,7
Numbers,32,18,5
Numbers,32,19,5
Numbers,32,20,5
Numbers,32,21,5
Numbers,32,22,7
Numbers,32,23,7
Numbers,32,24,7
Numbers,32,25,5
Numbers,32,26,7
Numbers,32,27,5
Numbers,32,28,6
Numbers,32,29,7
Numbers,32,30,5
Numbers,32,31,6
Numbers,32,32,5
Numbers,32,33,8
Numbers,32,34,5
Numbers,32,35,4
Numbers,32,36,5
Numbers,32,37,5
Numbers,32,38,9
Numbers,32,39,6
Numbers,32,40,6
Numbers,32,41,6
Numbers,32,42,6
Numbers,33,1,5
Numbers,33,2,6
Numbers,33,3,6
Numbers,33,4,7
Numbers,33,5,4
Numbers,33,6,6
Numbers,33,7,7
Numbers,33,8,5
Numbers,33,9,6
Numbers,33,10,6
Numbers,33,11,6
Numbers,33,12,5
Numbers,33,13,4
Numbers,33,14,5
Numbers,33,15,5
Numbers,33,16,5
Numbers,33,17,5
Numbers,33,18,4
Numbers,33,19,4
Numbers,33,20,4
Numbers,33,21,4
Numbers,33,22,4
Numbers,33,23,6
Numbers,33,24,4
Numbers,33,25,4
Numbers,33,26,4
Numbers,33,27,4
Numbers,33,28,4
Numbers,33,29,4
Numbers,33,30,4
Numbers,33,31,5
Numbers,33,32,5
Numbers,33,33,4
Numbers,33,34,4
Numbers,33,35,5
Numbers,33,36,6
Numbers,33,37,6
Numbers,33,38,6
Numbers,33,39,5
Numbers,33,40,5
Numbers,33,41,4
Numbers,33,42,4
Numbers,33,43,4
Numbers,33,44,5
Numbers,33,45,5
Numbers,33,46,5
Numbers,33,47,5
Numbers,33,48,6
Numbers,33,49,5
Numbers,33,50,5
Numbers,33,51,7
Numbers,33,52,6
Numbers,33,53,5
Numbers,33,54,7
Numbers,33,55,4
Numbers,33,56,5
Numbers,34,1,4
Numbers,34,2,8
Numbers,34,3,9
Numbers,34,4,6
Numbers,34,5,4
Numbers,34,6,6
Numbers,34,7,6
Numbers,34,8,5
Numbers,34,9,4
Numbers,34,10,4
Numbers,34,11,6
Numbers,34,12,6
Numbers,34,13,6
Numbers,34,14,5
Numbers,34,15,5
Numbers,34,16,4
Numbers,34,17,8
Numbers,34,18,5
Numbers,34,19,5
Numbers,34,20,7
Numbers,34,21,7
Numbers,34,22,7
Numbers,34,23,7
Numbers,34,24,3
Numbers,34,25,7
Numbers,34,26,7
Numbers,34,27,7
Numbers,34,28,7
Numbers,34,29,8
Numbers,35,1,5
Numbers,35,2,9
Numbers,35,3,6
Numbers,35,4,6
Numbers,35,5,8
Numbers,35,6,7
Numbers,35,7,6
Numbers,35,8,4
Numbers,35,9,4
Numbers,35,10,7
Numbers,35,11,8
Numbers,35,12,7
Numbers,35,13,6
Numbers,35,14,5
Numbers,35,15,5
Numbers,35,16,3
Numbers,35,17,3
Numbers,35,18,7
Numbers,35,19,5
Numbers,35,20,4
Numbers,35,21,7
Numbers,35,22,6
Numbers,35,23,7
Numbers,35,24,5
Numbers,35,25,9
Numbers,35,26,6
Numbers,35,27,5
Numbers,35,28,6
Numbers,35,29,2
Numbers,35,30,7
Numbers,35,31,9
Numbers,35,32,6
Numbers,35,33,6
Numbers,35,34,6
Numbers,36,1,10
Numbers,36,2,7
Numbers,36,3,9
Numbers,36,4,3
Numbers,36,5,6
Numbers,36,6,8
Numbers,36,7,6
Numbers,36,8,7
Numbers,36,9,6
Numbers,36,10,5
Numbers,36,11,7
Numbers,36,12,8
Numbers,36,13,7
Deuteronomy,1,1,7
Deuteronomy,1,2,5
Deuteronomy,1,3,8
Deuteronomy,1,4,5
Deuteronomy,1,5,6
Deuteronomy,1,6,6
Deuteronomy,1,7,8
Deuteronomy,1,8,7
Deuteronomy,1,9,6
Deuteronomy,1,10,3
Deuteronomy,1,11,8
Deuteronomy,1,12,4
Deuteronomy,1,13,6
Deuteronomy,1,14,5
Deuteronomy,1,15,8
Deuteronomy,1,16,8
Deuteronomy,1,17,8
Deuteronomy,1,18,5
Deuteronomy,1,19,10
Deuteronomy,1,20,5
Deuteronomy,1,21,5
Deuteronomy,1,22,6
Deuteronomy,1,23,6
Deuteronomy,1,24,5
Deuteronomy,1,25,6
Deuteronomy,1,26,5
Deuteronomy,1,27,7
Deuteronomy,1,28,3
Deuteronomy,1,29,5
Deuteronomy,1,30,5
Deuteronomy,1,31,8
Deuteronomy,1,32,5
Deuteronomy,1,33,10
Deuteronomy,1,34,5
Deuteronomy,1,35,6
Deuteronomy,1,36,9
Deuteronomy,1,37,6
Deuteronomy,1,38,5
Deuteronomy,1,39,8
Deuteronomy,1,40,7
Deuteronomy,1,41,9
Deuteronomy,1,42,5
Deuteronomy,1,43,6
Deuteronomy,1,44,8
Deuteronomy,1,45,5
Deuteronomy,1,46,5
Deuteronomy,2,1,6
Deuteronomy,2,2,3
Deuteronomy,2,3,5
Deuteronomy,2,4,3
Deuteronomy,2,5,6
Deuteronomy,2,6,5
Deuteronomy,2,7,7
Deuteronomy,2,8,6
Deuteronomy,2,9,6
Deuteronomy,2,10,5
Deuteronomy,2,11,4
Deuteronomy,2,12,8
Deuteronomy,2,13,5
Deuteronomy,2,14,7
Deuteronomy,2,15,5
Deuteronomy,2,16,6
Deuteronomy,2,17,3
Deuteronomy,2,18,4
Deuteronomy,2,19,9
Deuteronomy,2,20,5
Deuteronomy,2,21,6
Deuteronomy,2,22,7
Deuteronomy,2,23,7
Deuteronomy,2,24,8
Deuteronomy,2,25,4
Deuteronomy,2,26,7
Deuteronomy,2,27,5
Deuteronomy,2,28,4
Deuteronomy,2,29,7
Deuteronomy,2,30,7
Deuteronomy,2,31,7
Deuteronomy,2,32,6
Deuteronomy,2,33,7
Deuteronomy,2,34,6
Deuteronomy,2,35,6
Deuteronomy,2,36,9
Deuteronomy,2,37,6
