Book,Chapter,Verse,Total Words,Unique Words
Leviticus,15,19,18,18
Leviticus,15,20,11,11
Leviticus,15,21,10,10
Leviticus,15,22,14,14
Leviticus,15,23,16,15
Leviticus,15,24,17,17
Leviticus,15,25,24,24
Leviticus,15,26,21,20
Leviticus,15,27,11,11
Leviticus,15,28,9,9
Leviticus,15,29,18,17
Leviticus,15,30,15,14
Leviticus,15,31,13,12
Leviticus,15,32,10,10
Leviticus,15,33,12,12
Leviticus,16,1,13,13
Leviticus,16,2,29,25
Leviticus,16,3,11,11
Leviticus,16,4,23,23
Leviticus,16,5,12,12
Leviticus,16,6,11,11
Leviticus,16,7,11,11
Leviticus,16,8,12,12
Leviticus,16,9,11,11
Leviticus,16,10,16,16
Leviticus,16,11,17,15
Leviticus,16,12,17,17
Leviticus,16,13,17,16
Leviticus,16,14,17,17
Leviticus,16,15,25,23
Leviticus,16,16,17,17
Leviticus,16,17,19,19
Leviticus,16,18,18,18
Leviticus,16,19,12,12
Leviticus,16,20,13,11
Leviticus,16,21,31,28
Leviticus,16,22,13,12
Leviticus,16,23,16,15
Leviticus,16,24,20,18
Leviticus,16,25,5,5
Leviticus,16,26,15,14
Leviticus,16,27,24,22
Leviticus,16,28,13,13
Leviticus,16,29,19,19
Leviticus,16,30,12,12
Leviticus,16,31,9,9
Leviticus,16,32,18,16
Leviticus,16,33,17,16
Leviticus,16,34,19,19
Leviticus,17,1,5,5
Leviticus,17,2,17,17
Leviticus,17,3,17,16
Leviticus,17,4,23,22
Leviticus,17,5,26,25
Leviticus,17,6,15,15
Leviticus,17,7,16,16
Leviticus,17,8,16,15
Leviticus,17,9,13,13
Leviticus,17,10,22,22
Leviticus,17,11,18,17
Leviticus,17,12,17,16
Leviticus,17,13,21,21
Leviticus,17,14,24,20
Leviticus,17,15,16,16
Leviticus,17,16,8,7
Leviticus,18,1,5,5
Leviticus,18,2,9,9
Leviticus,18,3,21,19
Leviticus,18,4,11,11
Leviticus,18,5,13,13
Leviticus,18,6,12,12
Leviticus,18,7,11,11
Leviticus,18,8,8,6
Leviticus,18,9,15,13
Leviticus,18,10,12,12
Leviticus,18,11,11,11
Leviticus,18,12,8,7
Leviticus,18,13,9,8
Leviticus,18,14,11,10
Leviticus,18,15,10,10
Leviticus,18,16,8,6
Leviticus,18,17,19,18
Leviticus,18,18,10,10
Leviticus,18,19,8,8
Leviticus,18,20,9,9
Leviticus,18,21,12,12
Leviticus,18,22,8,8
Leviticus,18,23,15,15
Leviticus,18,24,13,13
Leviticus,18,25,9,9
Leviticus,18,26,15,15
Leviticus,18,27,12,12
Leviticus,18,28,12,12
Leviticus,18,29,12,12
Leviticus,18,30,16,16
Leviticus,19,1,5,5
Leviticus,19,2,15,15
Leviticus,19,3,10,10
Leviticus,19,4,12,12
Leviticus,19,5,7,7
Leviticus,19,6,10,10
Leviticus,19,7,9,9
Leviticus,19,8,12,12
Leviticus,19,9,13,13
Leviticus,19,10,14,13
Leviticus,19,11,8,8
Leviticus,19,12,10,10
Leviticus,19,13,13,12
Leviticus,19,14,12,12
Leviticus,19,15,15,14
Leviticus,19,16,11,11
Leviticus,19,17,13,12
Leviticus,19,18,12,12
Leviticus,19,19,17,16
Leviticus,19,20,26,24
Leviticus,19,21,10,10
Leviticus,19,22,16,16
Leviticus,19,23,19,19
Leviticus,19,24,8,8
Leviticus,19,25,11,11
Leviticus,19,26,8,7
Leviticus,19,27,9,9
Leviticus,19,28,12,12
Leviticus,19,29,11,11
Leviticus,19,30,7,7
Leviticus,19,31,13,12
Leviticus,19,32,10,10
Leviticus,19,33,8,8
Leviticus,19,34,18,18
Leviticus,19,35,7,7
Leviticus,19,36,18,18
Leviticus,19,37,11,10
Leviticus,20,1,5,5
Leviticus,20,2,22,22
Leviticus,20,3,22,20
Leviticus,20,4,16,16
Leviticus,20,5,18,18
Leviticus,20,6,18,18
Leviticus,20,7,7,7
Leviticus,20,8,8,8
Leviticus,20,9,16,16
Leviticus,20,10,15,13
Leviticus,20,11,14,14
Leviticus,20,12,12,12
Leviticus,20,13,14,14
Leviticus,20,14,17,17
Leviticus,20,15,10,10
Leviticus,20,16,17,17
Leviticus,20,17,28,26
Leviticus,20,18,21,18
Leviticus,20,19,13,13
Leviticus,20,20,12,12
Leviticus,20,21,13,13
Leviticus,20,22,20,19
Leviticus,20,23,15,15
Leviticus,20,24,23,23
Leviticus,20,25,23,23
Leviticus,20,26,13,13
Leviticus,20,27,16,16
Leviticus,21,1,15,14
Leviticus,21,2,10,10
Leviticus,21,3,10,10
Leviticus,21,4,5,5
Leviticus,21,5,12,12
Leviticus,21,6,17,17
Leviticus,21,7,14,13
Leviticus,21,8,15,15
Leviticus,21,9,12,12
Leviticus,21,10,22,20
Leviticus,21,11,10,10
Leviticus,21,12,17,17
Leviticus,21,13,4,4
Leviticus,21,14,14,14
Leviticus,21,15,8,8
Leviticus,21,16,5,5
Leviticus,21,17,16,16
Leviticus,21,18,16,15
Leviticus,21,19,10,10
Leviticus,21,20,14,13
Leviticus,21,21,22,22
Leviticus,21,22,7,7
Leviticus,21,23,20,20
Leviticus,21,24,10,10
Leviticus,22,1,5,5
Leviticus,22,2,20,20
Leviticus,22,3,24,24
Leviticus,22,4,25,24
Leviticus,22,5,16,13
Leviticus,22,6,16,16
Leviticus,22,7,10,10
Leviticus,22,8,8,8
Leviticus,22,9,14,14
Leviticus,22,10,11,10
Leviticus,22,11,14,14
Leviticus,22,12,11,11
Leviticus,22,13,22,22
Leviticus,22,14,12,12
Leviticus,22,15,10,10
Leviticus,22,16,11,11
Leviticus,22,17,5,5
Leviticus,22,18,29,29
Leviticus,22,19,6,6
Leviticus,22,20,11,11
Leviticus,22,21,21,20
Leviticus,22,22,22,21
Leviticus,22,23,10,10
Leviticus,22,24,10,9
Leviticus,22,25,18,17
Leviticus,22,26,5,5
Leviticus,22,27,19,18
Leviticus,22,28,10,10
Leviticus,22,29,7,7
Leviticus,22,30,10,10
Leviticus,22,31,6,6
Leviticus,22,32,12,12
Leviticus,22,33,9,9
Leviticus,23,1,5,5
Leviticus,23,2,16,16
Leviticus,23,3,19,19
Leviticus,23,4,9,9
Leviticus,23,5,9,9
Leviticus,23,6,12,12
Leviticus,23,7,11,11
Leviticus,23,8,14,14
Leviticus,23,9,5,5
Leviticus,23,10,24,21
Leviticus,23,11,10,10
Leviticus,23,12,11,11
Leviticus,23,13,14,14
Leviticus,23,14,19,19
Leviticus,23,15,13,13
Leviticus,23,16,11,11
Leviticus,23,17,13,13
Leviticus,23,18,23,23
Leviticus,23,19,11,11
Leviticus,23,20,16,16
Leviticus,23,21,18,18
Leviticus,23,22,20,20
Leviticus,23,23,5,5
Leviticus,23,24,16,16
Leviticus,23,25,8,8
Leviticus,23,26,5,5
Leviticus,23,27,18,18
Leviticus,23,28,16,16
Leviticus,23,29,11,11
Leviticus,23,30,15,15
Leviticus,23,31,9,9
Leviticus,23,32,15,15
Leviticus,23,33,5,5
Leviticus,23,34,16,16
Leviticus,23,35,9,9
Leviticus,23,36,21,21
Leviticus,23,37,18,18
Leviticus,23,38,14,13
Leviticus,23,39,22,21
Leviticus,23,40,20,20
Leviticus,23,41,14,14
Leviticus,23,42,9,9
Leviticus,23,43,16,16
Leviticus,23,44,8,8
Leviticus,24,1,5,5
Leviticus,24,2,14,14
Leviticus,24,3,17,17
Leviticus,24,4,9,9
Leviticus,24,5,12,12
Leviticus,24,6,11,11
Leviticus,24,7,10,10
Leviticus,24,8,13,13
Leviticus,24,9,15,15
Leviticus,24,10,17,16
Leviticus,24,11,18,18
Leviticus,24,12,7,7
Leviticus,24,13,5,5
Leviticus,24,14,17,16
Leviticus,24,15,12,12
Leviticus,24,16,15,15
Leviticus,24,17,8,8
Leviticus,24,18,7,7
Leviticus,24,19,10,10
Leviticus,24,20,16,14
Leviticus,24,21,6,5
Leviticus,24,22,11,11
Leviticus,24,23,22,20
Leviticus,25,1,7,7
Leviticus,25,2,18,16
Leviticus,25,3,11,11
Leviticus,25,4,14,14
Leviticus,25,5,14,13
Leviticus,25,6,12,12
Leviticus,25,7,8,8
Leviticus,25,8,18,15
Leviticus,25,9,13,13
Leviticus,25,10,22,21
Leviticus,25,11,17,16
Leviticus,25,12,11,11
Leviticus,25,13,7,7
Leviticus,25,14,13,13
Leviticus,25,15,12,12
Leviticus,25,16,16,16
Leviticus,25,17,11,11
Leviticus,25,18,12,12
Leviticus,25,19,8,8
Leviticus,25,20,13,13
Leviticus,25,21,11,10
Leviticus,25,22,16,15
Leviticus,25,23,12,12
Leviticus,25,24,6,6
Leviticus,25,25,13,13
Leviticus,25,26,11,11
Leviticus,25,27,13,12
Leviticus,25,28,19,19
Leviticus,25,29,16,16
Leviticus,25,30,22,21
Leviticus,25,31,16,16
Leviticus,25,32,9,9
Leviticus,25,33,19,19
Leviticus,25,34,10,10
Leviticus,25,35,12,12
Leviticus,25,36,10,10
Leviticus,25,37,10,9
Leviticus,25,38,16,16
Leviticus,25,39,11,11
Leviticus,25,40,9,9
Leviticus,25,41,12,12
Leviticus,25,42,12,12
Leviticus,25,43,6,6
Leviticus,25,44,13,13
Leviticus,25,45,16,16
Leviticus,25,46,18,18
Leviticus,25,47,17,16
Leviticus,25,48,8,8
Leviticus,25,49,15,14
Leviticus,25,50,18,18
Leviticus,25,51,9,9
Leviticus,25,52,14,14
Leviticus,25,53,9,9
Leviticus,25,54,10,10
Leviticus,25,55,15,15
Leviticus,26,1,20,19
Leviticus,26,2,7,7
Leviticus,26,3,8,8
Leviticus,26,4,10,10
Leviticus,26,5,15,14
Leviticus,26,6,15,15
Leviticus,26,7,6,6
Leviticus,26,8,12,12
Leviticus,26,9,10,10
Leviticus,26,10,7,7
Leviticus,26,11,7,7
Leviticus,26,12,9,9
Leviticus,26,13,17,17
Leviticus,26,14,10,10
Leviticus,26,15,16,14
Leviticus,26,16,21,21
Leviticus,26,17,13,13
Leviticus,26,18,12,12
Leviticus,26,19,11,10
Leviticus,26,20,13,13
Leviticus,26,21,13,13
Leviticus,26,22,14,13
Leviticus,26,23,8,8
Leviticus,26,24,12,12
Leviticus,26,25,15,15
Leviticus,26,26,16,16
Leviticus,26,27,8,8
Leviticus,26,28,11,11
Leviticus,26,29,6,6
Leviticus,26,30,15,13
Leviticus,26,31,11,10
Leviticus,26,32,9,9
Leviticus,26,33,12,12
Leviticus,26,34,17,16
Leviticus,26,35,11,11
Leviticus,26,36,18,18
Leviticus,26,37,13,13
Leviticus,26,38,6,6
Leviticus,26,39,11,11
Leviticus,26,40,15,15
Leviticus,26,41,18,18
Leviticus,26,42,15,13
Leviticus,26,43,20,19
Leviticus,26,44,18,18
Leviticus,26,45,16,16
Leviticus,26,46,15,15
Leviticus,27,1,5,5
Leviticus,27,2,13,13
Leviticus,27,3,17,17
Leviticus,27,4,7,7
Leviticus,27,5,16,15
Leviticus,27,6,18,17
Leviticus,27,7,15,15
Leviticus,27,8,18,18
Leviticus,27,9,14,13
Leviticus,27,10,20,20
Leviticus,27,11,15,15
Leviticus,27,12,11,11
Leviticus,27,13,7,7
Leviticus,27,14,19,19
Leviticus,27,15,12,12
Leviticus,27,16,16,16
Leviticus,27,17,7,7
Leviticus,27,18,19,19
Leviticus,27,19,14,14
Leviticus,27,20,14,12
Leviticus,27,21,11,11
Leviticus,27,22,10,10
Leviticus,27,23,16,16
Leviticus,27,24,11,11
Leviticus,27,25,9,9
Leviticus,27,26,16,15
Leviticus,27,27,13,13
Leviticus,27,28,24,23
Leviticus,27,29,10,10
Leviticus,27,30,11,11
Leviticus,27,31,8,8
Leviticus,27,32,13,13
Leviticus,27,33,17,17
Leviticus,27,34,12,12
Numbers,1,1,17,17
Numbers,1,2,15,14
Numbers,1,3,13,13
Numbers,1,4,10,10
Numbers,1,5,10,10
Numbers,1,6,4,4
Numbers,1,7,4,4
Numbers,1,8,4,4
Numbers,1,9,4,4
Numbers,1,10,10,9
Numbers,1,11,4,4
Numbers,1,12,4,4
Numbers,1,13,4,4
Numbers,1,14,4,4
Numbers,1,15,4,4
Numbers,1,16,10,10
Numbers,1,17,9,9
Numbers,1,18,19,19
Numbers,1,19,8,8
Numbers,1,20,21,21
Numbers,1,21,8,8
Numbers,1,22,19,19
Numbers,1,23,8,8
Numbers,1,24,15,15
Numbers,1,25,9,9
Numbers,1,26,15,15
Numbers,1,27,8,8
Numbers,1,28,15,15
Numbers,1,29,8,8
Numbers,1,30,15,15
Numbers,1,31,8,8
Numbers,1,32,17,17
Numbers,1,33,7,7
Numbers,1,34,15,15
Numbers,1,35,7,7
Numbers,1,36,15,15
Numbers,1,37,8,8
Numbers,1,38,15,15
Numbers,1,39,8,8
Numbers,1,40,15,15
Numbers,1,41,8,8
Numbers,1,42,15,15
Numbers,1,43,8,8
Numbers,1,44,16,16
Numbers,1,45,15,14
Numbers,1,46,11,11
Numbers,1,47,6,6
Numbers,1,48,5,5
Numbers,1,49,13,12
Numbers,1,50,26,22
Numbers,1,51,13,13
Numbers,1,52,10,10
Numbers,1,53,18,18
Numbers,1,54,11,11
Numbers,2,1,7,7
Numbers,2,2,14,14
Numbers,2,3,13,13
Numbers,2,4,7,7
Numbers,2,5,10,10
Numbers,2,6,7,7
Numbers,2,7,8,8
Numbers,2,8,7,7
Numbers,2,9,15,15
Numbers,2,10,11,11
Numbers,2,11,7,7
Numbers,2,12,10,10
Numbers,2,13,7,7
Numbers,2,14,8,8
Numbers,2,15,8,8
Numbers,2,16,15,15
Numbers,2,17,15,15
Numbers,2,18,11,11
Numbers,2,19,6,6
Numbers,2,20,9,9
Numbers,2,21,6,6
Numbers,2,22,8,8
Numbers,2,23,7,7
Numbers,2,24,12,12
Numbers,2,25,11,11
Numbers,2,26,7,7
Numbers,2,27,10,10
Numbers,2,28,7,7
Numbers,2,29,8,8
Numbers,2,30,7,7
Numbers,2,31,14,14
Numbers,2,32,18,18
Numbers,2,33,11,11
Numbers,2,34,19,19
Numbers,3,1,11,11
Numbers,3,2,9,9
Numbers,3,3,10,10
Numbers,3,4,23,23
Numbers,3,5,5,5
Numbers,3,6,11,11
Numbers,3,7,14,13
Numbers,3,8,14,14
Numbers,3,9,12,12
Numbers,3,10,11,10
Numbers,3,11,5,5
Numbers,3,12,18,18
Numbers,3,13,22,21
Numbers,3,14,7,7
Numbers,3,15,13,13
Numbers,3,16,8,8
Numbers,3,17,8,8
Numbers,3,18,7,7
Numbers,3,19,7,7
Numbers,3,20,11,11
Numbers,3,21,9,9
Numbers,3,22,12,12
Numbers,3,23,6,6
Numbers,3,24,7,7
Numbers,3,25,12,12
Numbers,3,26,16,16
Numbers,3,27,13,13
Numbers,3,28,13,13
Numbers,3,29,8,8
Numbers,3,30,8,8
Numbers,3,31,13,13
Numbers,3,32,11,11
Numbers,3,33,9,9
Numbers,3,34,10,10
Numbers,3,35,13,13
Numbers,3,36,13,13
Numbers,3,37,6,6
Numbers,3,38,20,20
Numbers,3,39,19,18
Numbers,3,40,17,17
Numbers,3,41,20,19
Numbers,3,42,11,11
Numbers,3,43,16,16
Numbers,3,44,5,5
Numbers,3,45,18,17
Numbers,3,46,11,11
Numbers,3,47,11,11
Numbers,3,48,7,7
Numbers,3,49,10,10
Numbers,3,50,14,14
Numbers,3,51,15,14
Numbers,4,1,7,7
Numbers,4,2,11,10
Numbers,4,3,15,15
Numbers,4,4,8,8
Numbers,4,5,14,13
Numbers,4,6,12,12
Numbers,4,7,21,20
Numbers,4,8,13,13
Numbers,4,9,21,19
Numbers,4,10,12,12
Numbers,4,11,14,14
Numbers,4,12,21,21
Numbers,4,13,7,7
Numbers,4,14,27,25
Numbers,4,15,29,29
Numbers,4,16,21,21
Numbers,4,17,7,7
Numbers,4,18,8,8
Numbers,4,19,21,21
Numbers,4,20,7,7
Numbers,4,21,5,5
Numbers,4,22,10,10
Numbers,4,23,18,18
Numbers,4,24,6,6
Numbers,4,25,18,18
Numbers,4,26,26,25
Numbers,4,27,19,18
Numbers,4,28,13,13
Numbers,4,29,7,7
Numbers,4,30,17,17
Numbers,4,31,12,12
Numbers,4,32,16,16
Numbers,4,33,14,14
Numbers,4,34,11,11
Numbers,4,35,14,14
Numbers,4,36,7,7
Numbers,4,37,17,17
Numbers,4,38,6,6
Numbers,4,39,14,14
Numbers,4,40,9,9
Numbers,4,41,16,16
Numbers,4,42,7,7
Numbers,4,43,14,14
Numbers,4,44,6,6
Numbers,4,45,14,14
Numbers,4,46,13,13
Numbers,4,47,17,17
Numbers,4,48,7,7
Numbers,4,49,19,18
Numbers,5,1,5,5
Numbers,5,2,14,14
Numbers,5,3,16,16
Numbers,5,4,18,17
Numbers,5,5,5,5
Numbers,5,6,18,18
Numbers,5,7,16,16
Numbers,5,8,18,18
Numbers,5,9,11,11
Numbers,5,10,11,11
Numbers,5,11,5,5
Numbers,5,12,14,14
Numbers,5,13,17,17
Numbers,5,14,20,18
Numbers,5,15,30,29
Numbers,5,16,6,6
Numbers,5,17,17,17
Numbers,5,18,25,25
Numbers,5,19,22,22
Numbers,5,20,14,14
Numbers,5,21,24,24
Numbers,5,22,13,13
Numbers,5,23,10,10
Numbers,5,24,12,11
Numbers,5,25,16,16
Numbers,5,26,14,12
Numbers,5,27,23,23
Numbers,5,28,9,9
Numbers,5,29,9,9
Numbers,5,30,22,21
Numbers,5,31,8,8
Numbers,6,1,5,5
Numbers,6,2,16,16
Numbers,6,3,19,18
Numbers,6,4,13,13
Numbers,6,5,21,21
Numbers,6,6,9,9
Numbers,6,7,13,13
Numbers,6,8,6,6
Numbers,6,9,16,16
Numbers,6,10,15,14
Numbers,6,11,17,17
Numbers,6,12,16,16
Numbers,6,13,13,13
Numbers,6,14,20,20
Numbers,6,15,12,12
Numbers,6,16,9,9
Numbers,6,17,15,14
Numbers,6,18,20,18
Numbers,6,19,23,21
Numbers,6,20,19,19
Numbers,6,21,22,21
Numbers,6,22,5,5
Numbers,6,23,13,13
Numbers,6,24,3,3
Numbers,6,25,5,5
Numbers,6,26,7,7
Numbers,6,27,8,8
Numbers,7,1,22,19
Numbers,7,2,13,12
Numbers,7,3,21,21
Numbers,7,4,5,5
Numbers,7,5,15,15
Numbers,7,6,10,10
Numbers,7,7,11,11
Numbers,7,8,16,16
Numbers,7,9,10,10
Numbers,7,10,14,14
Numbers,7,11,15,15
Numbers,7,12,11,11
Numbers,7,13,20,20
Numbers,7,14,6,6
Numbers,7,15,11,10
Numbers,7,16,4,4
Numbers,7,17,17,17
Numbers,7,18,8,8
Numbers,7,19,22,22
Numbers,7,20,6,6
Numbers,7,21,11,10
Numbers,7,22,4,4
Numbers,7,23,17,17
Numbers,7,24,8,8
Numbers,7,25,20,20
Numbers,7,26,6,6
Numbers,7,27,11,10
Numbers,7,28,4,4
Numbers,7,29,17,17
Numbers,7,30,8,8
Numbers,7,31,20,20
Numbers,7,32,6,6
Numbers,7,33,11,10
Numbers,7,34,4,4
Numbers,7,35,17,17
Numbers,7,36,8,8
Numbers,7,37,20,20
Numbers,7,38,6,6
Numbers,7,39,11,10
Numbers,7,40,4,4
Numbers,7,41,17,17
Numbers,7,42,8,8
Numbers,7,43,20,20
Numbers,7,44,6,6
Numbers,7,45,11,10
Numbers,7,46,4,4
Numbers,7,47,17,17
Numbers,7,48,8,8
Numbers,7,49,20,20
Numbers,7,50,6,6
Numbers,7,51,11,10
Numbers,7,52,4,4
Numbers,7,53,17,17
Numbers,7,54,8,8
Numbers,7,55,20,20
Numbers,7,56,6,6
Numbers,7,57,11,10
Numbers,7,58,4,4
Numbers,7,59,17,17
Numbers,7,60,8,8
Numbers,7,61,20,20
Numbers,7,62,6,6
Numbers,7,63,11,10
Numbers,7,64,4,4
Numbers,7,65,17,17
Numbers,7,66,8,8
Numbers,7,67,20,20
Numbers,7,68,6,6
Numbers,7,69,11,10
Numbers,7,70,4,4
Numbers,7,71,17,17
Numbers,7,72,10,10
Numbers,7,73,20,20
Numbers,7,74,6,6
Numbers,7,75,11,10
Numbers,7,76,4,4
Numbers,7,77,17,17
Numbers,7,78,10,10
Numbers,7,79,20,20
Numbers,7,80,6,6
Numbers,7,81,11,10
Numbers,7,82,4,4
Numbers,7,83,17,17
Numbers,7,84,21,21
Numbers,7,85,16,16
Numbers,7,86,16,16
Numbers,7,87,20,18
Numbers,7,88,21,21
Numbers,7,89,23,23
Numbers,8,1,5,5
Numbers,8,2,15,15
Numbers,8,3,14,14
Numbers,8,4,21,18
Numbers,8,5,5,5
Numbers,8,6,8,8
Numbers,8,7,16,16
Numbers,8,8,14,14
Numbers,8,9,12,12
Numbers,8,10,12,11
Numbers,8,11,15,14
Numbers,8,12,18,17
Numbers,8,13,11,11
Numbers,8,14,9,9
Numbers,8,15,13,13
Numbers,8,16,19,19
Numbers,8,17,17,15
Numbers,8,18,8,8
Numbers,8,19,30,26
Numbers,8,20,20,20
Numbers,8,21,14,14
Numbers,8,22,23,22
Numbers,8,23,5,5
Numbers,8,24,14,14
Numbers,8,25,9,9
Numbers,8,26,14,14
Numbers,9,1,14,14
Numbers,9,2,6,6
Numbers,9,3,16,15
Numbers,9,4,7,7
Numbers,9,5,22,21
Numbers,9,6,20,20
Numbers,9,7,19,19
Numbers,9,8,9,9
Numbers,9,9,5,5
Numbers,9,10,20,19
Numbers,9,11,13,13
Numbers,9,12,14,14
Numbers,9,13,24,24
Numbers,9,14,19,19
Numbers,9,15,18,16
Numbers,9,16,8,8
Numbers,9,17,19,19
Numbers,9,18,18,17
Numbers,9,19,14,14
Numbers,9,20,16,15
Numbers,9,21,17,17
Numbers,9,22,19,18
Numbers,9,23,17,13
Numbers,10,1,5,5
Numbers,10,2,15,15
Numbers,10,3,10,10
Numbers,10,4,9,9
Numbers,10,5,6,6
Numbers,10,6,10,10
Numbers,10,7,6,6
Numbers,10,8,10,10
Numbers,10,9,16,16
Numbers,10,10,20,20
Numbers,10,11,12,12
Numbers,10,12,10,10
Numbers,10,13,7,7
Numbers,10,14,12,12
Numbers,10,15,8,8
Numbers,10,16,8,8
Numbers,10,17,9,9
Numbers,10,18,10,10
Numbers,10,19,8,8
Numbers,10,20,8,8
Numbers,10,21,9,9
Numbers,10,22,11,11
Numbers,10,23,8,8
Numbers,10,24,8,8
Numbers,10,25,14,14
Numbers,10,26,8,8
Numbers,10,27,8,8
Numbers,10,28,6,6
Numbers,10,29,28,28
Numbers,10,30,11,11
Numbers,10,31,14,14
Numbers,10,32,13,13
Numbers,10,33,17,16
Numbers,10,34,7,7
Numbers,10,35,12,12
Numbers,10,36,7,7
Numbers,11,1,17,17
Numbers,11,2,10,9
Numbers,11,3,10,10
Numbers,11,4,14,14
Numbers,11,5,17,15
Numbers,11,6,9,9
Numbers,11,7,7,7
Numbers,11,8,18,18
Numbers,11,9,8,8
Numbers,11,10,16,16
Numbers,11,11,19,19
Numbers,11,12,24,24
Numbers,11,13,15,15
Numbers,11,14,12,12
Numbers,11,15,15,15
Numbers,11,16,25,24
Numbers,11,17,19,19
Numbers,11,18,24,24
Numbers,11,19,15,14
Numbers,11,20,24,24
Numbers,11,21,18,18
Numbers,11,22,15,14
Numbers,11,23,13,13
Numbers,11,24,17,16
Numbers,11,25,22,22
Numbers,11,26,20,20
Numbers,11,27,9,9
Numbers,11,28,11,11
Numbers,11,29,18,18
Numbers,11,30,7,7
Numbers,11,31,23,22
Numbers,11,32,22,22
Numbers,11,33,16,15
Numbers,11,34,12,11
Numbers,11,35,6,6
Numbers,12,1,14,14
Numbers,12,2,12,12
Numbers,12,3,10,10
Numbers,12,4,16,15
Numbers,12,5,12,12
Numbers,12,6,14,14
Numbers,12,7,8,8
Numbers,12,8,17,17
Numbers,12,9,5,5
Numbers,12,10,14,12
Numbers,12,11,15,15
Numbers,12,12,11,11
Numbers,12,13,10,10
Numbers,12,14,19,19
Numbers,12,15,12,12
Numbers,12,16,7,7
Numbers,13,1,5,5
Numbers,13,2,22,22
Numbers,13,3,14,14
Numbers,13,4,7,7
Numbers,13,5,5,5
Numbers,13,6,5,5
Numbers,13,7,5,5
Numbers,13,8,5,5
Numbers,13,9,5,5
Numbers,13,10,5,5
Numbers,13,11,7,7
Numbers,13,12,5,5
Numbers,13,13,5,5
Numbers,13,14,5,5
Numbers,13,15,5,5
Numbers,13,16,15,15
Numbers,13,17,15,14
Numbers,13,18,16,16
Numbers,13,19,19,16
Numbers,13,20,19,18
Numbers,13,21,10,10
Numbers,13,22,18,18
Numbers,13,23,17,16
Numbers,13,24,13,13
Numbers,13,25,6,6
Numbers,13,26,25,23
Numbers,13,27,15,15
Numbers,13,28,15,15
Numbers,13,29,16,16
Numbers,13,30,15,15
Numbers,13,31,14,14
Numbers,13,32,27,27
Numbers,13,33,14,14
Numbers,14,1,10,10
Numbers,14,2,21,20
Numbers,14,3,18,18
Numbers,14,4,8,8
Numbers,14,5,11,11
Numbers,14,6,12,12
Numbers,14,7,17,17
Numbers,14,8,17,17
Numbers,14,9,20,18
Numbers,14,10,15,14
Numbers,14,11,19,19
Numbers,14,12,9,9
Numbers,14,13,13,13
Numbers,14,14,30,29
Numbers,14,15,13,13
Numbers,14,16,14,14
Numbers,14,17,8,8
Numbers,14,18,20,19
Numbers,14,19,14,14
Numbers,14,20,4,4
Numbers,14,21,9,9
Numbers,14,22,20,20
Numbers,14,23,11,11
Numbers,14,24,17,17
Numbers,14,25,12,12
Numbers,14,26,7,7
Numbers,14,27,18,18
Numbers,14,28,14,14
Numbers,14,29,15,15
Numbers,14,30,20,19
Numbers,14,31,13,12
Numbers,14,32,5,5
Numbers,14,33,13,13
Numbers,14,34,20,17
Numbers,14,35,18,18
Numbers,14,36,17,16
Numbers,14,37,9,9
Numbers,14,38,14,14
Numbers,14,39,12,12
Numbers,14,40,16,15
Numbers,14,41,12,12
Numbers,14,42,10,10
Numbers,14,43,17,17
Numbers,14,44,13,13
Numbers,14,45,10,10
Numbers,15,1,5,5
Numbers,15,2,15,14
Numbers,15,3,21,20
Numbers,15,4,11,11
Numbers,15,5,11,11
Numbers,15,6,11,11
Numbers,15,7,8,8
Numbers,15,8,12,12
Numbers,15,9,12,12
Numbers,15,10,9,9
Numbers,15,11,12,12
Numbers,15,12,7,7
Numbers,15,13,11,11
Numbers,15,14,17,17
Numbers,15,15,14,14
Numbers,15,16,9,9
Numbers,15,17,5,5
Numbers,15,18,14,13
Numbers,15,19,7,7
Numbers,15,20,10,10
Numbers,15,21,6,6
Numbers,15,22,13,13
Numbers,15,23,15,12
Numbers,15,24,24,24
Numbers,15,25,23,23
Numbers,15,26,12,11
Numbers,15,27,10,10
Numbers,15,28,13,13
Numbers,15,29,12,12
Numbers,15,30,18,18
Numbers,15,31,13,13
Numbers,15,32,10,10
Numbers,15,33,13,13
Numbers,15,34,9,9
Numbers,15,35,14,14
Numbers,15,36,16,16
Numbers,15,37,5,5
Numbers,15,38,19,18
Numbers,15,39,22,22
Numbers,15,40,9,9
Numbers,15,41,14,14
Numbers,16,1,17,14
Numbers,16,2,14,14
Numbers,16,3,21,20
Numbers,16,4,5,5
Numbers,16,5,23,23
Numbers,16,6,8,8
Numbers,16,7,20,20
Numbers,16,8,8,8
Numbers,16,9,21,21
Numbers,16,10,11,11
Numbers,16,11,13,13
Numbers,16,12,10,10
Numbers,16,13,14,14
Numbers,16,14,19,19
Numbers,16,15,20,19
Numbers,16,16,14,14
Numbers,16,17,18,17
Numbers,16,18,15,15
Numbers,16,19,16,14
Numbers,16,20,7,7
Numbers,16,21,7,7
Numbers,16,22,16,16
Numbers,16,23,5,5
Numbers,16,24,10,10
Numbers,16,25,10,10
Numbers,16,26,20,19
Numbers,16,27,16,16
Numbers,16,28,15,15
Numbers,16,29,14,13
Numbers,16,30,24,23
Numbers,16,31,11,11
Numbers,16,32,16,15
Numbers,16,33,13,13
Numbers,16,34,11,11
Numbers,16,35,11,11
